id,user_id,contest_id,submission_id,problem_index,problem_name,problem_rating,verdict,language,tags_jsonb,submitted_at,solved
14245,5,2,7848,C,Commentator problem,2600.0,WRONG_ANSWER,Delphi,['geometry'],2010-02-25 18:26:58,0
14244,5,2,7874,C,Commentator problem,2600.0,WRONG_ANSWER,Delphi,['geometry'],2010-02-25 18:30:36,0
14243,5,2,7913,C,Commentator problem,2600.0,RUNTIME_ERROR,Delphi,['geometry'],2010-02-25 18:36:51,0
14242,5,2,7962,C,Commentator problem,2600.0,RUNTIME_ERROR,Delphi,['geometry'],2010-02-25 18:46:26,0
14241,5,2,7983,C,Commentator problem,2600.0,RUNTIME_ERROR,Delphi,['geometry'],2010-02-25 18:48:44,0
14240,5,2,7994,C,Commentator problem,2600.0,RUNTIME_ERROR,Delphi,['geometry'],2010-02-25 18:50:48,0
14239,5,5,24745,C,Longest Regular Bracket Sequence,1900.0,OK,Delphi,"['constructive algorithms', 'data structures', 'dp', 'greedy', 'sortings', 'strings']",2010-03-26 13:22:01,1
14238,5,8,34121,A,Train and Peter,1200.0,OK,Delphi,['strings'],2010-04-08 15:52:31,1
14237,5,8,34203,B,Obsession with Robots,1400.0,OK,Delphi,"['constructive algorithms', 'graphs', 'implementation']",2010-04-08 15:56:37,1
14236,5,8,34987,C,Looking for Order,2000.0,OK,Delphi,"['bitmasks', 'dp']",2010-04-08 16:17:42,1
14235,5,8,36668,E,Beads,2600.0,OK,Delphi,"['dp', 'graphs']",2010-04-08 17:33:43,1
14234,5,10,43119,A,Power Consumption Calculation,900.0,OK,Delphi,['implementation'],2010-04-15 15:47:49,1
14233,5,10,43251,B,Cinema Cashier,1500.0,OK,Delphi,"['dp', 'implementation']",2010-04-15 15:55:11,1
14232,5,10,43384,C,Digital Root,2000.0,OK,Delphi,['number theory'],2010-04-15 16:00:12,1
14231,5,10,44404,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 16:54:30,0
14230,5,10,44542,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:04:57,0
14229,5,10,44792,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:24:29,0
14228,5,10,44903,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:32:51,0
14227,5,10,44982,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:37:01,0
14226,5,10,45138,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:43:09,0
14225,5,10,45183,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:44:28,0
14224,5,10,45198,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:44:48,0
14223,5,10,45212,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:44:57,0
14222,5,10,45247,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:51:20,0
14221,5,10,45251,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:51:44,0
14220,5,10,45266,E,Greedy Change,2600.0,RUNTIME_ERROR,Delphi,['constructive algorithms'],2010-04-15 17:53:49,0
14219,5,10,45293,E,Greedy Change,2600.0,TIME_LIMIT_EXCEEDED,Delphi,['constructive algorithms'],2010-04-15 17:57:24,0
14218,5,10,45295,E,Greedy Change,2600.0,TIME_LIMIT_EXCEEDED,Delphi,['constructive algorithms'],2010-04-15 17:57:47,0
14217,5,10,45304,E,Greedy Change,2600.0,TIME_LIMIT_EXCEEDED,Delphi,['constructive algorithms'],2010-04-15 17:58:20,0
14216,5,10,45307,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:58:48,0
14215,5,10,45308,E,Greedy Change,2600.0,TIME_LIMIT_EXCEEDED,Delphi,['constructive algorithms'],2010-04-15 17:59:13,0
14214,5,10,45310,E,Greedy Change,2600.0,TIME_LIMIT_EXCEEDED,Delphi,['constructive algorithms'],2010-04-15 17:59:30,0
14213,5,10,45318,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 17:59:59,0
14212,5,10,45325,E,Greedy Change,2600.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-04-15 18:00:41,0
14211,5,10,45475,C,Digital Root,2000.0,WRONG_ANSWER,Delphi,['number theory'],2010-04-15 19:08:04,0
14210,5,10,45477,C,Digital Root,2000.0,OK,Delphi,['number theory'],2010-04-15 19:08:36,1
14209,5,13,55780,A,Numbers,1000.0,OK,Delphi,"['implementation', 'math']",2010-05-06 14:01:48,1
14208,5,13,56172,B,Letter A,2000.0,OK,Delphi,"['geometry', 'implementation']",2010-05-06 14:13:19,1
14207,5,13,56502,C,Sequence,2200.0,OK,Delphi,"['dp', 'sortings']",2010-05-06 14:29:42,1
14206,5,13,58264,D,Triangles,2600.0,COMPILATION_ERROR,GNU C++,"['dp', 'geometry']",2010-05-06 15:49:07,0
14205,5,13,58296,D,Triangles,2600.0,TIME_LIMIT_EXCEEDED,GNU C++,"['dp', 'geometry']",2010-05-06 15:50:02,0
14204,5,13,58415,D,Triangles,2600.0,TIME_LIMIT_EXCEEDED,MS C++,"['dp', 'geometry']",2010-05-06 15:53:56,0
14203,5,13,58422,D,Triangles,2600.0,TIME_LIMIT_EXCEEDED,GNU C++,"['dp', 'geometry']",2010-05-06 15:54:12,0
14202,5,13,58497,D,Triangles,2600.0,TIME_LIMIT_EXCEEDED,GNU C++,"['dp', 'geometry']",2010-05-06 15:56:32,0
14201,5,13,58526,D,Triangles,2600.0,TIME_LIMIT_EXCEEDED,GNU C++,"['dp', 'geometry']",2010-05-06 15:57:31,0
14200,5,13,58573,D,Triangles,2600.0,TIME_LIMIT_EXCEEDED,GNU C++,"['dp', 'geometry']",2010-05-06 15:58:43,0
14199,5,13,58629,D,Triangles,2600.0,WRONG_ANSWER,GNU C++,"['dp', 'geometry']",2010-05-06 15:59:54,0
14198,5,15,65192,A,Cottage Village,1200.0,OK,Delphi,"['implementation', 'sortings']",2010-05-29 15:21:23,1
14197,5,15,65213,B,Laser,1800.0,OK,Delphi,['math'],2010-05-29 15:21:35,1
14196,5,15,65227,C,Industrial Nim,2000.0,OK,Delphi,['games'],2010-05-29 15:21:41,1
14195,5,15,65699,E,Triangles,2600.0,OK,Delphi,"['combinatorics', 'dp']",2010-05-29 15:39:03,1
14194,5,15,65884,D,Map,2500.0,WRONG_ANSWER,Delphi,"['data structures', 'implementation', 'sortings']",2010-05-29 15:52:52,0
14193,5,15,66031,D,Map,2500.0,OK,Delphi,"['data structures', 'implementation', 'sortings']",2010-05-29 15:57:32,1
14192,5,15,67700,E,Triangles,2600.0,OK,Delphi,"['combinatorics', 'dp']",2010-05-29 17:17:28,1
14191,5,15,67704,C,Industrial Nim,2000.0,OK,Delphi,['games'],2010-05-29 17:17:41,1
14190,5,15,68678,B,Laser,1800.0,OK,GNU C++,['math'],2010-05-31 19:10:37,1
14189,5,15,68679,B,Laser,1800.0,OK,MS C++,['math'],2010-05-31 19:10:50,1
14188,5,15,68680,B,Laser,1800.0,OK,MS C++,['math'],2010-05-31 19:11:31,1
14187,5,16,69426,A,Flag,800.0,OK,Delphi,['implementation'],2010-06-03 13:01:37,1
14186,5,16,69460,B,Burglar and Matches,900.0,OK,Delphi,"['greedy', 'implementation', 'sortings']",2010-06-03 13:03:51,1
14185,5,16,69548,C,Monitor,1800.0,OK,Delphi,"['binary search', 'number theory']",2010-06-03 13:06:59,1
14184,5,16,69700,E,Fish,1900.0,OK,Delphi,"['bitmasks', 'dp', 'probabilities']",2010-06-03 13:11:35,1
14183,5,16,69874,D,Logging,1900.0,OK,Delphi,"['implementation', 'strings']",2010-06-03 13:16:27,1
14182,5,19,86568,B,Checkout Assistant,1900.0,OK,Delphi,['dp'],2010-06-24 15:06:34,1
14181,5,19,86678,A,World Football Cup,1400.0,OK,Delphi,['implementation'],2010-06-24 15:14:54,1
14180,5,19,87216,C,Deletion of Repeats,2200.0,OK,Delphi,"['greedy', 'hashing', 'string suffix structures']",2010-06-24 15:37:29,1
14179,5,19,88439,E,Fairy,2900.0,PRESENTATION_ERROR,Delphi,"['dfs and similar', 'divide and conquer', 'dsu']",2010-06-24 16:32:36,0
14178,5,19,88480,E,Fairy,2900.0,OK,Delphi,"['dfs and similar', 'divide and conquer', 'dsu']",2010-06-24 16:34:46,1
14177,5,21,90961,A,Jabber ID,1900.0,OK,Delphi,"['implementation', 'strings']",2010-06-28 13:12:14,1
14176,5,21,90968,B,Intersection,2000.0,CHALLENGED,Delphi,"['implementation', 'math']",2010-06-28 13:14:27,0
14175,5,21,91035,C,Stripe 2,2000.0,OK,Delphi,"['binary search', 'dp', 'sortings']",2010-06-28 13:20:02,1
14174,5,21,91160,D,Traveling Graph,2400.0,CHALLENGED,Delphi,"['bitmasks', 'graph matchings', 'graphs']",2010-06-28 13:29:36,0
14173,5,21,92166,B,Intersection,2000.0,OK,Delphi,"['implementation', 'math']",2010-06-28 15:31:08,1
14172,5,21,92173,D,Traveling Graph,2400.0,WRONG_ANSWER,Delphi,"['bitmasks', 'graph matchings', 'graphs']",2010-06-28 15:32:47,0
14171,5,21,92236,D,Traveling Graph,2400.0,OK,Delphi,"['bitmasks', 'graph matchings', 'graphs']",2010-06-28 15:51:32,1
14170,5,23,97171,A,You're Given a String...,1200.0,OK,Delphi,"['brute force', 'greedy']",2010-07-09 15:01:28,1
14169,5,23,97315,B,Party,1600.0,OK,Delphi,"['constructive algorithms', 'graphs', 'math']",2010-07-09 15:05:50,1
14168,5,23,98301,C,Oranges and Apples,2500.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'sortings']",2010-07-09 15:46:45,0
14167,5,23,98618,E,Tree,2500.0,WRONG_ANSWER,Delphi,['dp'],2010-07-09 16:07:03,0
14166,5,23,98637,E,Tree,2500.0,OK,Delphi,['dp'],2010-07-09 16:08:12,1
14165,5,23,98962,D,Tetragon,2600.0,WRONG_ANSWER,Delphi,"['geometry', 'math']",2010-07-09 16:35:08,0
14164,5,23,99029,D,Tetragon,2600.0,WRONG_ANSWER,Delphi,"['geometry', 'math']",2010-07-09 16:38:50,0
14163,5,23,99039,D,Tetragon,2600.0,WRONG_ANSWER,Delphi,"['geometry', 'math']",2010-07-09 16:39:18,0
14162,5,23,99164,D,Tetragon,2600.0,WRONG_ANSWER,Delphi,"['geometry', 'math']",2010-07-09 16:48:24,0
14161,5,23,99377,C,Oranges and Apples,2500.0,PRESENTATION_ERROR,Delphi,"['constructive algorithms', 'sortings']",2010-07-09 16:58:53,0
14160,5,23,99402,C,Oranges and Apples,2500.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'sortings']",2010-07-09 16:59:34,0
14159,5,24,101112,B,F1 Champions,1500.0,OK,Delphi,['implementation'],2010-07-26 13:07:26,1
14158,5,24,101176,A,Ring road,1400.0,OK,Delphi,['graphs'],2010-07-26 13:10:37,1
14157,5,24,101328,C,Sequence of points,1800.0,OK,Delphi,"['geometry', 'implementation', 'math']",2010-07-26 13:18:59,1
14156,5,24,103050,E,Berland collider,2300.0,WRONG_ANSWER,Delphi,['binary search'],2010-07-26 14:26:31,0
14155,5,24,103079,E,Berland collider,2300.0,WRONG_ANSWER,Delphi,['binary search'],2010-07-26 14:27:35,0
14154,5,24,103129,E,Berland collider,2300.0,OK,Delphi,['binary search'],2010-07-26 14:29:06,1
14153,5,24,105660,C,Sequence of points,1800.0,RUNTIME_ERROR,MS C++,"['geometry', 'implementation', 'math']",2010-07-30 15:35:23,0
14152,5,24,105661,C,Sequence of points,1800.0,RUNTIME_ERROR,MS C++,"['geometry', 'implementation', 'math']",2010-07-30 15:39:18,0
14151,5,24,105834,C,Sequence of points,1800.0,COMPILATION_ERROR,MS C++,"['geometry', 'implementation', 'math']",2010-07-31 08:08:02,0
14150,5,24,105835,C,Sequence of points,1800.0,WRONG_ANSWER,GNU C++,"['geometry', 'implementation', 'math']",2010-07-31 08:09:54,0
14149,5,24,105838,C,Sequence of points,1800.0,COMPILATION_ERROR,GNU C++,"['geometry', 'implementation', 'math']",2010-07-31 08:15:33,0
14148,5,24,105839,C,Sequence of points,1800.0,COMPILATION_ERROR,MS C++,"['geometry', 'implementation', 'math']",2010-07-31 08:15:52,0
14147,5,28,122267,B,pSort,1600.0,OK,Delphi,"['dfs and similar', 'dsu', 'graphs']",2010-09-17 15:08:02,1
14146,5,28,122318,C,Bath Queue,2200.0,OK,Delphi,"['combinatorics', 'dp', 'probabilities']",2010-09-17 15:20:00,1
14145,5,28,122374,A,Bender Problem,1600.0,OK,Delphi,['implementation'],2010-09-17 15:26:37,1
14144,5,28,122639,D,"Don't fear, DravDe is kind",2400.0,WRONG_ANSWER,Delphi,"['binary search', 'data structures', 'dp', 'hashing']",2010-09-17 15:45:37,0
14143,5,28,123118,E,DravDe saves the world,2800.0,WRONG_ANSWER,Delphi,"['geometry', 'math']",2010-09-17 16:38:16,0
14142,5,28,123386,E,DravDe saves the world,2800.0,WRONG_ANSWER,Delphi,"['geometry', 'math']",2010-09-17 17:52:05,0
14141,5,28,123388,E,DravDe saves the world,2800.0,WRONG_ANSWER,Delphi,"['geometry', 'math']",2010-09-17 17:52:51,0
14140,5,33,141602,B,String Problem,1800.0,OK,Delphi,['shortest paths'],2010-10-07 15:06:02,1
14139,5,33,141731,A,What is for dinner?,1200.0,OK,Delphi,"['greedy', 'implementation']",2010-10-07 15:08:59,1
14138,5,33,141949,C,Wonderful Randomized Sum,1800.0,OK,Delphi,['greedy'],2010-10-07 15:14:13,1
14137,5,33,142284,D,Knights,2000.0,OK,Delphi,"['geometry', 'graphs', 'shortest paths', 'sortings']",2010-10-07 15:23:29,1
14136,5,33,143381,E,Helper,2600.0,OK,Delphi,[],2010-10-07 15:55:36,1
14135,5,39,160145,B,Company Income Growth,1300.0,OK,Delphi,['greedy'],2010-10-24 07:12:17,1
14134,5,39,160156,D,Cubical Planet,1100.0,OK,Delphi,['math'],2010-10-24 07:14:57,1
14133,5,39,160186,H,Multiplication Table,1300.0,OK,Delphi,['implementation'],2010-10-24 07:16:58,1
14132,5,39,160253,J,Spelling Check,1500.0,OK,Delphi,"['hashing', 'implementation', 'strings']",2010-10-24 07:20:38,1
14131,5,39,160477,F,Pacifist frogs,1300.0,OK,Delphi,['implementation'],2010-10-24 07:29:38,1
14130,5,39,160728,C,Moon Craters,2100.0,OK,Delphi,"['dp', 'sortings']",2010-10-24 07:41:34,1
14129,5,39,161076,E,What Has Dirichlet Got to Do with That?,2000.0,OK,Delphi,"['dp', 'games']",2010-10-24 08:02:50,1
14128,5,39,161290,A,C*++ Calculations,2000.0,OK,Delphi,"['expression parsing', 'greedy']",2010-10-24 08:17:51,1
14127,5,39,162034,G,Inverse Function,2400.0,RUNTIME_ERROR,Delphi,['implementation'],2010-10-24 09:22:52,0
14126,5,39,162039,G,Inverse Function,2400.0,OK,Delphi,['implementation'],2010-10-24 09:23:26,1
14125,5,39,162213,I,Tram,2500.0,WRONG_ANSWER,Delphi,[],2010-10-24 09:43:55,0
14124,5,39,162242,I,Tram,2500.0,OK,Delphi,[],2010-10-24 09:47:57,1
14123,5,39,162518,K,Testing,2600.0,WRONG_ANSWER,Delphi,[],2010-10-24 10:17:31,0
14122,5,39,162668,K,Testing,2600.0,WRONG_ANSWER,Delphi,[],2010-10-24 10:32:06,0
14121,5,39,162731,K,Testing,2600.0,OK,Delphi,[],2010-10-24 10:38:22,1
14120,5,37,165296,A,Towers,1000.0,OK,Delphi,['sortings'],2010-10-25 15:02:39,1
14119,5,37,165840,B,Computer Game,1800.0,OK,Delphi,"['greedy', 'implementation']",2010-10-25 15:13:12,1
14118,5,37,166322,D,Lesson Timetable,2300.0,WRONG_ANSWER,Delphi,"['combinatorics', 'dp', 'math']",2010-10-25 15:34:01,0
14117,5,37,166680,C,Old Berland Language,1900.0,OK,Delphi,"['data structures', 'greedy', 'trees']",2010-10-25 15:46:38,1
14116,5,37,167166,D,Lesson Timetable,2300.0,OK,Delphi,"['combinatorics', 'dp', 'math']",2010-10-25 16:03:02,1
14115,5,38,170294,A,Army,800.0,OK,Delphi,['implementation'],2010-10-30 12:01:41,1
14114,5,38,170374,B,Chess,1200.0,OK,Delphi,"['brute force', 'implementation', 'math']",2010-10-30 12:03:58,1
14113,5,38,170531,C,Blinds,1400.0,OK,Delphi,['brute force'],2010-10-30 12:06:35,1
14112,5,38,170802,D,Vasya the Architect,1900.0,OK,Delphi,['implementation'],2010-10-30 12:12:29,1
14111,5,38,170950,E,Let's Go Rolling!,1800.0,OK,Delphi,"['dp', 'sortings']",2010-10-30 12:16:59,1
14110,5,38,171950,F,Smart Boy,2100.0,OK,Delphi,"['dp', 'games', 'strings']",2010-10-30 12:48:33,1
14109,5,38,172197,G,Queue,2300.0,WRONG_ANSWER,Delphi,['data structures'],2010-10-30 12:57:11,0
14108,5,38,172301,G,Queue,2300.0,WRONG_ANSWER,Delphi,['data structures'],2010-10-30 13:01:02,0
14107,5,38,172928,G,Queue,2300.0,OK,Delphi,['data structures'],2010-10-30 13:27:17,1
14106,5,38,173421,H,The Great Marathon,2400.0,OK,Delphi,['dp'],2010-10-30 13:51:00,1
14105,5,40,177581,A,Find Color,1300.0,OK,Delphi,"['constructive algorithms', 'geometry', 'implementation', 'math']",2010-11-05 16:03:59,1
14104,5,40,177740,B,Repaintings,1600.0,OK,Delphi,['math'],2010-11-05 16:08:40,1
14103,5,40,178785,E,Number Table,2500.0,WRONG_ANSWER,Delphi,['combinatorics'],2010-11-05 16:41:22,0
14102,5,40,178836,E,Number Table,2500.0,OK,Delphi,['combinatorics'],2010-11-05 16:44:02,1
14101,5,40,179344,D,Interesting Sequence,2600.0,OK,Delphi,['math'],2010-11-05 17:09:57,1
14100,5,40,179486,C,Berland Square,2300.0,OK,Delphi,"['implementation', 'math']",2010-11-05 17:19:37,1
14098,5,44,181168,A,Indian Summer,900.0,OK,Delphi,['implementation'],2010-11-06 11:01:46,1
14097,5,44,181199,B,Cola,1500.0,OK,Delphi,['implementation'],2010-11-06 11:03:34,1
14096,5,44,181231,C,Holidays,1300.0,OK,Delphi,['implementation'],2010-11-06 11:05:15,1
14095,5,44,181340,E,Anfisa the Monkey,1400.0,OK,Delphi,['dp'],2010-11-06 11:09:34,1
14094,5,44,181455,H,Phone Number,1700.0,OK,Delphi,['dp'],2010-11-06 11:13:46,1
14093,5,44,181646,D,Hyperdrive,1800.0,OK,Delphi,['math'],2010-11-06 11:22:07,1
14092,5,44,182051,J,Triminoes,2000.0,RUNTIME_ERROR,Delphi,"['constructive algorithms', 'greedy']",2010-11-06 11:40:38,0
14091,5,44,182281,J,Triminoes,2000.0,OK,Delphi,"['constructive algorithms', 'greedy']",2010-11-06 11:53:53,1
14090,5,44,182668,I,Toys,2300.0,OK,Delphi,"['brute force', 'combinatorics']",2010-11-06 12:15:46,1
14089,5,44,183725,G,Shooting Gallery,2500.0,OK,Delphi,"['data structures', 'implementation']",2010-11-06 13:52:27,1
14088,5,45,192169,A,Codecraft III,900.0,OK,Delphi,['implementation'],2010-11-13 12:08:16,1
14087,5,45,192238,D,Event Dates,1900.0,OK,Delphi,"['greedy', 'meet-in-the-middle', 'sortings']",2010-11-13 12:11:31,1
14086,5,45,192327,I,TCMCF+++,1400.0,OK,Delphi,['greedy'],2010-11-13 12:16:01,1
14085,5,45,192486,J,Planting Trees,1800.0,WRONG_ANSWER,Delphi,['constructive algorithms'],2010-11-13 12:24:39,0
14084,5,45,192510,J,Planting Trees,1800.0,OK,Delphi,['constructive algorithms'],2010-11-13 12:25:57,1
14083,5,45,192511,J,Planting Trees,1800.0,OK,Delphi,['constructive algorithms'],2010-11-13 12:25:59,1
14082,5,45,192515,J,Planting Trees,1800.0,OK,Delphi,['constructive algorithms'],2010-11-13 12:26:04,1
14081,5,45,192638,G,Prime Problem,2200.0,WRONG_ANSWER,Delphi,['number theory'],2010-11-13 12:34:17,0
14080,5,45,192694,G,Prime Problem,2200.0,OK,Delphi,['number theory'],2010-11-13 12:37:01,1
14079,5,45,192807,E,Director,2000.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 12:43:28,0
14078,5,45,192808,E,Director,2000.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 12:43:30,0
14077,5,45,192809,E,Director,2000.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 12:43:33,0
14076,5,45,192810,E,Director,2000.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 12:43:34,0
14075,5,45,192812,E,Director,2000.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 12:43:37,0
14074,5,45,192814,E,Director,2000.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 12:43:39,0
14073,5,45,192816,E,Director,2000.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 12:43:41,0
14072,5,45,192817,E,Director,2000.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 12:43:43,0
14071,5,45,192818,E,Director,2000.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 12:43:45,0
14070,5,45,192819,E,Director,2000.0,WRONG_ANSWER,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 12:43:46,0
14069,5,45,193050,C,Dancing Lessons,1900.0,WRONG_ANSWER,Delphi,['data structures'],2010-11-13 12:57:31,0
14068,5,45,193091,C,Dancing Lessons,1900.0,WRONG_ANSWER,Delphi,['data structures'],2010-11-13 13:00:01,0
14067,5,45,193148,C,Dancing Lessons,1900.0,WRONG_ANSWER,Delphi,['data structures'],2010-11-13 13:04:44,0
14066,5,45,193250,C,Dancing Lessons,1900.0,OK,Delphi,['data structures'],2010-11-13 13:11:54,1
14065,5,45,193320,E,Director,2000.0,OK,Delphi,"['constructive algorithms', 'greedy']",2010-11-13 13:17:23,1
14064,5,45,193696,F,Goats and Wolves,2500.0,OK,Delphi,['greedy'],2010-11-13 13:42:26,1
14063,5,45,194186,H,Road Problem,2100.0,OK,Delphi,['graphs'],2010-11-13 14:25:18,1
14062,5,45,194462,B,School,2200.0,WRONG_ANSWER,Delphi,"['dp', 'dsu']",2010-11-13 14:54:05,0
14061,5,45,194496,B,School,2200.0,WRONG_ANSWER,Delphi,"['dp', 'dsu']",2010-11-13 14:59:22,0
14060,5,45,194575,B,School,2200.0,OK,Delphi,"['dp', 'dsu']",2010-11-13 15:07:13,1
14059,5,45,194576,B,School,2200.0,OK,Delphi,"['dp', 'dsu']",2010-11-13 15:07:20,1
14057,5,42,196485,A,Guilty --- to the kitchen!,1400.0,WRONG_ANSWER,Delphi,"['greedy', 'implementation']",2010-11-18 16:06:00,0
14056,5,42,196493,A,Guilty --- to the kitchen!,1400.0,OK,Delphi,"['greedy', 'implementation']",2010-11-18 16:07:12,1
14055,5,42,196834,C,Safe cracking,2200.0,RUNTIME_ERROR,Delphi,"['brute force', 'constructive algorithms']",2010-11-18 16:20:30,0
14054,5,42,196864,C,Safe cracking,2200.0,RUNTIME_ERROR,Delphi,"['brute force', 'constructive algorithms']",2010-11-18 16:21:57,0
14053,5,42,197286,D,Strange town,2300.0,OK,Delphi,"['constructive algorithms', 'math']",2010-11-18 16:39:46,1
14052,5,42,197535,B,Game of chess unfinished,1700.0,SKIPPED,Delphi,['implementation'],2010-11-18 16:51:50,0
14051,5,42,197927,C,Safe cracking,2200.0,OK,Delphi,"['brute force', 'constructive algorithms']",2010-11-18 17:10:38,1
