id,user_id,submitted_at,problem_rating,rating_difference,max_rating_difference,avg_solved_rating,max_solved_rating,historical_solve_rate,total_attempts,avg_tag_familiarity,avg_tag_success,strongest_tag_success,weakest_tag_success,recent_7d_solve_rate,recent_7d_attempts,recent_30d_solve_rate,recent_30d_attempts,recent_wrong_answer_rate,recent_tle_rate,recent_runtime_error_rate,recent_compilation_error_rate,previous_problem_attempts,previous_problem_failures,previous_problem_solved,avg_attempts_before_solve,solved
36,2,2026-04-07 15:37:47,1000.0,-200.0,-200.0,800.0,800.0,0.5,10,3.5,0.5833333333333333,0.6666666666666666,0.5,0.42857142857142855,7,0.42857142857142855,7,0.42857142857142855,0.0,0.0,0.0,0,0,0,1.4,0
35,2,2026-04-13 16:14:58,800.0,0.0,0.0,800.0,800.0,0.45454545454545453,11,2.5,0.4,0.4,0.4,0.0,2,0.375,8,0.375,0.0,0.0,0.0,0,0,0,1.4,0
34,2,2026-04-13 16:17:05,800.0,0.0,0.0,800.0,800.0,0.4166666666666667,12,3.5,0.16666666666666666,0.3333333333333333,0.0,0.0,3,0.3333333333333333,9,0.4444444444444444,0.0,0.0,0.0,1,1,0,1.4,1
33,2,2026-04-14 06:56:28,800.0,0.0,0.0,800.0,800.0,0.46153846153846156,13,10.0,0.5,0.5,0.5,0.25,4,0.4,10,0.4,0.0,0.0,0.0,0,0,0,1.5,1
32,2,2026-04-18 19:31:47,900.0,-100.0,-100.0,800.0,800.0,0.5,14,3.0,0.5,0.5,0.5,0.6666666666666666,3,0.45454545454545453,11,0.36363636363636365,0.0,0.0,0.0,0,0,0,1.4285714285714286,0
31,2,2026-04-18 19:33:34,900.0,-100.0,-100.0,800.0,800.0,0.4666666666666667,15,4.0,0.3666666666666667,0.4,0.3333333333333333,0.5,4,0.4166666666666667,12,0.4166666666666667,0.0,0.0,0.0,1,1,0,1.4285714285714286,0
30,2,2026-04-21 14:56:40,800.0,0.0,0.0,800.0,800.0,0.4375,16,9.0,0.487012987012987,0.5454545454545454,0.42857142857142855,0.0,2,0.38461538461538464,13,0.46153846153846156,0.0,0.0,0.0,0,0,0,1.4285714285714286,0
29,2,2026-04-21 15:09:00,800.0,0.0,0.0,800.0,800.0,0.4117647058823529,17,10.0,0.4375,0.5,0.375,0.0,3,0.35714285714285715,14,0.5,0.0,0.0,0.0,1,1,0,1.4285714285714286,1
28,2,2026-04-21 15:47:53,900.0,-100.0,-100.0,800.0,800.0,0.4444444444444444,18,7.0,0.5222222222222221,0.6,0.4444444444444444,0.25,4,0.4,15,0.4666666666666667,0.0,0.0,0.0,0,0,0,1.5,1
4781,2,2026-06-26 04:39:43,800.0,11.111111111111086,100.0,811.1111111111111,900.0,0.47368421052631576,19,13.0,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5,0,0.5,0,0.0,0.0,0.0,0.0,1,1,0,1.4444444444444444,1
4782,2,2026-06-26 05:26:30,800.0,10.0,100.0,810.0,900.0,0.5,20,14.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,1,1.0,1,0.0,0.0,0.0,0.0,2,1,1,1.5,1
14250,5,2010-02-25 17:07:53,1500.0,0.0,0.0,1500.0,1500.0,0.5,0,0.0,0.5,0.5,0.5,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0
14249,5,2010-02-25 17:13:34,1500.0,0.0,0.0,1500.0,1500.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1,0.0,1,1.0,0.0,0.0,0.0,1,1,0,1.0,1
14248,5,2010-02-25 17:23:26,2000.0,-500.0,-500.0,1500.0,1500.0,0.5,2,0.0,0.5,0.5,0.5,0.5,2,0.5,2,0.5,0.0,0.0,0.0,0,0,0,2.0,0
14247,5,2010-02-25 17:28:21,2000.0,-500.0,-500.0,1500.0,1500.0,0.3333333333333333,3,1.0,0.0,0.0,0.0,0.3333333333333333,3,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,0.0,0.0,1,1,0,2.0,0
14246,5,2010-02-25 17:36:08,2000.0,-500.0,-500.0,1500.0,1500.0,0.25,4,2.0,0.0,0.0,0.0,0.25,4,0.25,4,0.5,0.25,0.0,0.0,2,2,0,2.0,1
14245,5,2010-02-25 18:26:58,2600.0,-850.0,-600.0,1750.0,2000.0,0.4,5,0.0,0.4,0.4,0.4,0.4,5,0.4,5,0.4,0.2,0.0,0.0,0,0,0,2.5,0
14244,5,2010-02-25 18:30:36,2600.0,-850.0,-600.0,1750.0,2000.0,0.3333333333333333,6,1.0,0.0,0.0,0.0,0.3333333333333333,6,0.3333333333333333,6,0.5,0.16666666666666666,0.0,0.0,1,1,0,2.5,0
14243,5,2010-02-25 18:36:51,2600.0,-850.0,-600.0,1750.0,2000.0,0.2857142857142857,7,2.0,0.0,0.0,0.0,0.2857142857142857,7,0.2857142857142857,7,0.5714285714285714,0.14285714285714285,0.0,0.0,2,2,0,2.5,0
14242,5,2010-02-25 18:46:26,2600.0,-850.0,-600.0,1750.0,2000.0,0.25,8,3.0,0.0,0.0,0.0,0.25,8,0.25,8,0.5,0.125,0.125,0.0,3,3,0,2.5,0
14241,5,2010-02-25 18:48:44,2600.0,-850.0,-600.0,1750.0,2000.0,0.2222222222222222,9,4.0,0.0,0.0,0.0,0.2222222222222222,9,0.2222222222222222,9,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.0,4,4,0,2.5,0
14240,5,2010-02-25 18:50:48,2600.0,-850.0,-600.0,1750.0,2000.0,0.2,10,5.0,0.0,0.0,0.0,0.2,10,0.2,10,0.4,0.1,0.3,0.0,5,5,0,2.5,0
14239,5,2010-03-26 13:22:01,1900.0,-150.0,100.0,1750.0,2000.0,0.18181818181818182,11,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0,0.18181818181818182,11,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.0,0,0,0,2.5,1
14238,5,2010-04-08 15:52:31,1200.0,600.0,800.0,1800.0,2000.0,0.25,12,1.0,1.0,1.0,1.0,0.5,0,1.0,1,0.0,0.0,0.0,0.0,0,0,0,2.0,1
14237,5,2010-04-08 15:56:37,1400.0,250.0,600.0,1650.0,2000.0,0.3076923076923077,13,1.0,0.75,1.0,0.5,1.0,1,1.0,2,0.0,0.0,0.0,0.0,0,0,0,1.75,1
14236,5,2010-04-08 16:17:42,2000.0,-400.0,0.0,1600.0,2000.0,0.35714285714285715,14,2.0,0.5,0.5,0.5,1.0,2,1.0,3,0.0,0.0,0.0,0.0,0,0,0,1.6,1
14235,5,2010-04-08 17:33:43,2600.0,-933.3333333333333,-600.0,1666.6666666666667,2000.0,0.4,15,3.0,0.8,1.0,0.6,1.0,3,1.0,4,0.0,0.0,0.0,0.0,0,0,0,1.5,1
14234,5,2010-04-15 15:47:49,900.0,900.0,1700.0,1800.0,2600.0,0.4375,16,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,4,1.0,5,0.0,0.0,0.0,0.0,0,0,0,1.4285714285714286,1
14233,5,2010-04-15 15:55:11,1500.0,187.5,1100.0,1687.5,2600.0,0.47058823529411764,17,5.0,0.7083333333333333,0.75,0.6666666666666666,1.0,4,1.0,6,0.0,0.0,0.0,0.0,0,0,0,1.375,1
14232,5,2010-04-15 16:00:12,2000.0,-333.33333333333326,600.0,1666.6666666666667,2600.0,0.5,18,0.0,0.5,0.5,0.5,1.0,4,1.0,7,0.0,0.0,0.0,0.0,0,0,0,1.3333333333333333,1
14231,5,2010-04-15 16:54:30,2600.0,-900.0,0.0,1700.0,2600.0,0.5263157894736842,19,2.0,1.0,1.0,1.0,1.0,4,1.0,8,0.0,0.0,0.0,0.0,0,0,0,1.3,0
14230,5,2010-04-15 17:04:57,2600.0,-900.0,0.0,1700.0,2600.0,0.5,20,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,5,0.8888888888888888,9,0.1111111111111111,0.0,0.0,0.0,1,1,0,1.3,0
14229,5,2010-04-15 17:24:29,2600.0,-900.0,0.0,1700.0,2600.0,0.47619047619047616,21,4.0,0.5,0.5,0.5,0.6666666666666666,6,0.8,10,0.2,0.0,0.0,0.0,2,2,0,1.3,0
14228,5,2010-04-15 17:32:51,2600.0,-900.0,0.0,1700.0,2600.0,0.45454545454545453,22,5.0,0.4,0.4,0.4,0.5714285714285714,7,0.7272727272727273,11,0.2727272727272727,0.0,0.0,0.0,3,3,0,1.3,0
14227,5,2010-04-15 17:37:01,2600.0,-900.0,0.0,1700.0,2600.0,0.43478260869565216,23,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,7,0.6666666666666666,12,0.3333333333333333,0.0,0.0,0.0,4,4,0,1.3,0
14226,5,2010-04-15 17:43:09,2600.0,-900.0,0.0,1700.0,2600.0,0.4166666666666667,24,7.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.375,8,0.6153846153846154,13,0.38461538461538464,0.0,0.0,0.0,5,5,0,1.3,0
14225,5,2010-04-15 17:44:28,2600.0,-900.0,0.0,1700.0,2600.0,0.4,25,8.0,0.25,0.25,0.25,0.3333333333333333,9,0.5714285714285714,14,0.42857142857142855,0.0,0.0,0.0,6,6,0,1.3,0
14224,5,2010-04-15 17:44:48,2600.0,-900.0,0.0,1700.0,2600.0,0.38461538461538464,26,9.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3,10,0.5333333333333333,15,0.4666666666666667,0.0,0.0,0.0,7,7,0,1.3,0
14223,5,2010-04-15 17:44:57,2600.0,-900.0,0.0,1700.0,2600.0,0.37037037037037035,27,10.0,0.2,0.2,0.2,0.2727272727272727,11,0.5,16,0.5,0.0,0.0,0.0,8,8,0,1.3,0
14222,5,2010-04-15 17:51:20,2600.0,-900.0,0.0,1700.0,2600.0,0.35714285714285715,28,11.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.25,12,0.47058823529411764,17,0.5294117647058824,0.0,0.0,0.0,9,9,0,1.3,0
14221,5,2010-04-15 17:51:44,2600.0,-900.0,0.0,1700.0,2600.0,0.3448275862068966,29,12.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.23076923076923078,13,0.4444444444444444,18,0.5555555555555556,0.0,0.0,0.0,10,10,0,1.3,0
14220,5,2010-04-15 17:53:49,2600.0,-900.0,0.0,1700.0,2600.0,0.3333333333333333,30,13.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.21428571428571427,14,0.42105263157894735,19,0.5789473684210527,0.0,0.0,0.0,11,11,0,1.3,0
14219,5,2010-04-15 17:57:24,2600.0,-900.0,0.0,1700.0,2600.0,0.3225806451612903,31,14.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2,15,0.4,20,0.55,0.0,0.05,0.0,12,12,0,1.3,0
14218,5,2010-04-15 17:57:47,2600.0,-900.0,0.0,1700.0,2600.0,0.3125,32,15.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.1875,16,0.38095238095238093,21,0.5238095238095238,0.047619047619047616,0.047619047619047616,0.0,13,13,0,1.3,0
14217,5,2010-04-15 17:58:20,2600.0,-900.0,0.0,1700.0,2600.0,0.30303030303030304,33,16.0,0.125,0.125,0.125,0.17647058823529413,17,0.36363636363636365,22,0.5,0.09090909090909091,0.045454545454545456,0.0,14,14,0,1.3,0
14216,5,2010-04-15 17:58:48,2600.0,-900.0,0.0,1700.0,2600.0,0.29411764705882354,34,17.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.16666666666666666,18,0.34782608695652173,23,0.4782608695652174,0.13043478260869565,0.043478260869565216,0.0,15,15,0,1.3,0
14215,5,2010-04-15 17:59:13,2600.0,-900.0,0.0,1700.0,2600.0,0.2857142857142857,35,18.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.15789473684210525,19,0.3333333333333333,24,0.5,0.125,0.041666666666666664,0.0,16,16,0,1.3,0
14214,5,2010-04-15 17:59:30,2600.0,-900.0,0.0,1700.0,2600.0,0.2777777777777778,36,19.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.15,20,0.32,25,0.48,0.16,0.04,0.0,17,17,0,1.3,0
14213,5,2010-04-15 17:59:59,2600.0,-900.0,0.0,1700.0,2600.0,0.2702702702702703,37,20.0,0.1,0.1,0.1,0.14285714285714285,21,0.3076923076923077,26,0.46153846153846156,0.19230769230769232,0.038461538461538464,0.0,18,18,0,1.3,0
14212,5,2010-04-15 18:00:41,2600.0,-900.0,0.0,1700.0,2600.0,0.2631578947368421,38,21.0,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.13636363636363635,22,0.2962962962962963,27,0.48148148148148145,0.18518518518518517,0.037037037037037035,0.0,19,19,0,1.3,0
14211,5,2010-04-15 19:08:04,2000.0,-300.0,600.0,1700.0,2600.0,0.2564102564102564,39,1.0,1.0,1.0,1.0,0.13043478260869565,23,0.2857142857142857,28,0.5,0.17857142857142858,0.03571428571428571,0.0,1,0,1,1.3,0
14210,5,2010-04-15 19:08:36,2000.0,-300.0,600.0,1700.0,2600.0,0.25,40,2.0,0.5,0.5,0.5,0.125,24,0.27586206896551724,29,0.5172413793103449,0.1724137931034483,0.034482758620689655,0.0,2,1,1,1.3,1
14209,5,2010-05-06 14:01:48,1000.0,727.2727272727273,1600.0,1727.2727272727273,2600.0,0.2682926829268293,41,4.0,0.5666666666666667,0.8,0.3333333333333333,0.5,0,0.27586206896551724,29,0.5172413793103449,0.1724137931034483,0.034482758620689655,0.0,0,0,0,1.4545454545454546,1
14208,5,2010-05-06 14:13:19,2000.0,-333.33333333333326,600.0,1666.6666666666667,2600.0,0.2857142857142857,42,6.0,0.4166666666666667,0.8333333333333334,0.0,1.0,1,0.3,30,0.5,0.16666666666666666,0.03333333333333333,0.0,0,0,0,1.4166666666666667,1
14207,5,2010-05-06 14:29:42,2200.0,-507.6923076923076,400.0,1692.3076923076924,2600.0,0.3023255813953488,43,4.0,0.8571428571428572,1.0,0.7142857142857143,1.0,2,0.3225806451612903,31,0.4838709677419355,0.16129032258064516,0.03225806451612903,0.0,0,0,0,1.3846153846153846,1
14206,5,2010-05-06 15:49:07,2600.0,-871.4285714285713,0.0,1728.5714285714287,2600.0,0.3181818181818182,44,7.5,0.4464285714285714,0.75,0.14285714285714285,1.0,3,0.34375,32,0.46875,0.15625,0.03125,0.0,0,0,0,1.3571428571428572,0
14205,5,2010-05-06 15:50:02,2600.0,-871.4285714285713,0.0,1728.5714285714287,2600.0,0.3111111111111111,45,8.5,0.3958333333333333,0.6666666666666666,0.125,0.75,4,0.3333333333333333,33,0.45454545454545453,0.15151515151515152,0.030303030303030304,0.030303030303030304,1,1,0,1.3571428571428572,0
14204,5,2010-05-06 15:53:56,2600.0,-871.4285714285713,0.0,1728.5714285714287,2600.0,0.30434782608695654,46,9.5,0.3555555555555555,0.6,0.1111111111111111,0.6,5,0.3235294117647059,34,0.4411764705882353,0.17647058823529413,0.029411764705882353,0.029411764705882353,2,2,0,1.3571428571428572,0
14203,5,2010-05-06 15:54:12,2600.0,-871.4285714285713,0.0,1728.5714285714287,2600.0,0.2978723404255319,47,10.5,0.3227272727272727,0.5454545454545454,0.1,0.5,6,0.3142857142857143,35,0.42857142857142855,0.2,0.02857142857142857,0.02857142857142857,3,3,0,1.3571428571428572,0
14202,5,2010-05-06 15:56:32,2600.0,-871.4285714285713,0.0,1728.5714285714287,2600.0,0.2916666666666667,48,11.5,0.29545454545454547,0.5,0.09090909090909091,0.42857142857142855,7,0.3055555555555556,36,0.4166666666666667,0.2222222222222222,0.027777777777777776,0.027777777777777776,4,4,0,1.3571428571428572,0
14201,5,2010-05-06 15:57:31,2600.0,-871.4285714285713,0.0,1728.5714285714287,2600.0,0.2857142857142857,49,12.5,0.27243589743589747,0.46153846153846156,0.08333333333333333,0.375,8,0.2972972972972973,37,0.40540540540540543,0.24324324324324326,0.02702702702702703,0.02702702702702703,5,5,0,1.3571428571428572,0
14200,5,2010-05-06 15:58:43,2600.0,-871.4285714285713,0.0,1728.5714285714287,2600.0,0.28,50,13.5,0.25274725274725274,0.42857142857142855,0.07692307692307693,0.3333333333333333,9,0.2894736842105263,38,0.39473684210526316,0.2631578947368421,0.02631578947368421,0.02631578947368421,6,6,0,1.3571428571428572,0
14199,5,2010-05-06 15:59:54,2600.0,-871.4285714285713,0.0,1728.5714285714287,2600.0,0.27450980392156865,51,14.5,0.2357142857142857,0.4,0.07142857142857142,0.3,10,0.28205128205128205,39,0.38461538461538464,0.28205128205128205,0.02564102564102564,0.02564102564102564,7,7,0,1.3571428571428572,0
14198,5,2010-05-29 15:21:23,1200.0,528.5714285714287,1400.0,1728.5714285714287,2600.0,0.2692307692307692,52,4.5,0.9285714285714286,1.0,0.8571428571428571,0.5,0,0.2727272727272727,11,0.09090909090909091,0.5454545454545454,0.0,0.09090909090909091,0,0,0,1.3571428571428572,1
14197,5,2010-05-29 15:21:35,1800.0,-106.66666666666674,800.0,1693.3333333333333,2600.0,0.2830188679245283,53,4.0,0.5,0.5,0.5,1.0,1,0.3333333333333333,12,0.08333333333333333,0.5,0.0,0.08333333333333333,0,0,0,1.3333333333333333,1
14196,5,2010-05-29 15:21:41,2000.0,-300.0,600.0,1700.0,2600.0,0.2962962962962963,54,0.0,0.2962962962962963,0.2962962962962963,0.2962962962962963,1.0,2,0.38461538461538464,13,0.07692307692307693,0.46153846153846156,0.0,0.07692307692307693,0,0,0,1.3125,1
14195,5,2010-05-29 15:39:03,2600.0,-882.3529411764705,0.0,1717.6470588235295,2600.0,0.3090909090909091,55,8.0,0.375,0.375,0.375,1.0,3,0.42857142857142855,14,0.07142857142857142,0.42857142857142855,0.0,0.07142857142857142,0,0,0,1.2941176470588236,1
14194,5,2010-05-29 15:52:52,2500.0,-733.3333333333333,100.0,1766.6666666666667,2600.0,0.32142857142857145,56,4.0,0.9583333333333334,1.0,0.875,1.0,4,0.4666666666666667,15,0.06666666666666667,0.4,0.0,0.06666666666666667,0,0,0,1.2777777777777777,0
14193,5,2010-05-29 15:57:32,2500.0,-733.3333333333333,100.0,1766.6666666666667,2600.0,0.3157894736842105,57,5.0,0.6759259259259259,0.7777777777777778,0.5,0.8,5,0.4375,16,0.125,0.375,0.0,0.0625,1,1,0,1.2777777777777777,1
14192,5,2010-05-29 17:17:28,2600.0,-794.7368421052631,0.0,1805.2631578947369,2600.0,0.3275862068965517,58,9.0,0.7058823529411764,1.0,0.4117647058823529,0.8333333333333334,6,0.47058823529411764,17,0.11764705882352941,0.35294117647058826,0.0,0.058823529411764705,1,0,1,1.3157894736842106,1
14191,5,2010-05-29 17:17:41,2000.0,-155.0,600.0,1845.0,2600.0,0.3389830508474576,59,1.0,1.0,1.0,1.0,0.8571428571428571,7,0.5,18,0.1111111111111111,0.3333333333333333,0.0,0.05555555555555555,1,0,1,1.35,1
14190,5,2010-05-31 19:10:37,1800.0,52.380952380952294,800.0,1852.3809523809523,2600.0,0.35,60,5.0,0.6,0.6,0.6,0.875,8,0.5263157894736842,19,0.10526315789473684,0.3157894736842105,0.0,0.05263157894736842,1,0,1,1.380952380952381,1
14189,5,2010-05-31 19:10:50,1800.0,50.0,800.0,1850.0,2600.0,0.36065573770491804,61,6.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,9,0.55,20,0.1,0.3,0.0,0.05,2,0,2,1.4090909090909092,1
14188,5,2010-05-31 19:11:31,1800.0,47.82608695652175,800.0,1847.8260869565217,2600.0,0.3709677419354839,62,7.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9,10,0.5714285714285714,21,0.09523809523809523,0.2857142857142857,0.0,0.047619047619047616,3,0,3,1.4782608695652173,1
14187,5,2010-06-03 13:01:37,800.0,1045.8333333333333,1800.0,1845.8333333333333,2600.0,0.38095238095238093,63,10.0,0.8,0.8,0.8,0.9090909090909091,11,0.5909090909090909,22,0.09090909090909091,0.2727272727272727,0.0,0.045454545454545456,0,0,0,1.5833333333333333,1
14186,5,2010-06-03 13:03:51,900.0,904.0,1700.0,1804.0,2600.0,0.390625,64,5.666666666666667,0.8727272727272727,1.0,0.8,0.9166666666666666,12,0.6086956521739131,23,0.08695652173913043,0.2608695652173913,0.0,0.043478260869565216,0,0,0,1.56,1
14185,5,2010-06-03 13:06:59,1800.0,-30.769230769230717,800.0,1769.2307692307693,2600.0,0.4,65,1.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9230769230769231,13,0.625,24,0.08333333333333333,0.25,0.0,0.041666666666666664,0,0,0,1.5384615384615385,1
14184,5,2010-06-03 13:11:35,1900.0,-129.62962962962956,700.0,1770.3703703703704,2600.0,0.4090909090909091,66,6.333333333333333,0.7222222222222222,1.0,0.4444444444444444,0.9285714285714286,14,0.64,25,0.08,0.24,0.0,0.04,0,0,0,1.5185185185185186,1
14183,5,2010-06-03 13:16:27,1900.0,-125.0,700.0,1775.0,2600.0,0.417910447761194,67,7.0,0.9166666666666667,1.0,0.8333333333333334,0.9333333333333333,15,0.6538461538461539,26,0.07692307692307693,0.23076923076923078,0.0,0.038461538461538464,0,0,0,1.5,1
14182,5,2010-06-24 15:06:34,1900.0,-120.68965517241372,700.0,1779.3103448275863,2600.0,0.4264705882352941,68,19.0,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.5,0,0.9375,16,0.0625,0.0,0.0,0.0,0,0,0,1.4827586206896552,1
14181,5,2010-06-24 15:14:54,1400.0,383.33333333333326,1200.0,1783.3333333333333,2600.0,0.43478260869565216,69,13.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.0,1,0.9411764705882353,17,0.058823529411764705,0.0,0.0,0.0,0,0,0,1.4666666666666666,1
14180,5,2010-06-24 15:37:29,2200.0,-429.0322580645161,400.0,1770.967741935484,2600.0,0.44285714285714284,70,1.3333333333333333,0.75,1.0,0.5,1.0,2,0.9444444444444444,18,0.05555555555555555,0.0,0.0,0.0,0,0,0,1.4516129032258065,1
14179,5,2010-06-24 16:32:36,2900.0,-1115.625,-300.0,1784.375,2600.0,0.4507042253521127,71,0.0,0.4507042253521127,0.4507042253521127,0.4507042253521127,1.0,3,0.9473684210526315,19,0.05263157894736842,0.0,0.0,0.0,0,0,0,1.4375,0
14178,5,2010-06-24 16:34:46,2900.0,-1115.625,-300.0,1784.375,2600.0,0.4444444444444444,72,1.0,0.0,0.0,0.0,0.75,4,0.9,20,0.05,0.0,0.0,0.0,1,1,0,1.4375,1
14177,5,2010-06-28 13:12:14,1900.0,-81.81818181818176,1000.0,1818.1818181818182,2900.0,0.4520547945205479,73,8.5,0.9285714285714286,1.0,0.8571428571428571,0.8,5,0.9047619047619048,21,0.047619047619047616,0.0,0.0,0.0,0,0,0,1.4545454545454546,1
14176,5,2010-06-28 13:14:27,2000.0,-179.41176470588243,900.0,1820.5882352941176,2900.0,0.4594594594594595,74,11.5,0.8083333333333333,0.8666666666666667,0.75,0.8333333333333334,6,0.9090909090909091,22,0.045454545454545456,0.0,0.0,0.0,0,0,0,1.4411764705882353,0
14175,5,2010-06-28 13:20:02,2000.0,-179.41176470588243,900.0,1820.5882352941176,2900.0,0.4533333333333333,75,9.0,0.7777777777777778,1.0,0.5,0.7142857142857143,7,0.8695652173913043,23,0.043478260869565216,0.0,0.0,0.0,0,0,0,1.4411764705882353,1
14174,5,2010-06-28 13:29:36,2400.0,-574.2857142857142,500.0,1825.7142857142858,2900.0,0.4605263157894737,76,1.3333333333333333,1.0,1.0,1.0,0.75,8,0.875,24,0.041666666666666664,0.0,0.0,0.0,0,0,0,1.4285714285714286,0
14173,5,2010-06-28 15:31:08,2000.0,-174.28571428571422,900.0,1825.7142857142858,2900.0,0.45454545454545453,77,12.5,0.7395833333333333,0.8125,0.6666666666666666,0.6666666666666666,9,0.8181818181818182,22,0.045454545454545456,0.0,0.0,0.0,1,1,0,1.4285714285714286,1
14172,5,2010-06-28 15:32:47,2400.0,-569.4444444444443,500.0,1830.5555555555557,2900.0,0.46153846153846156,78,2.3333333333333335,0.4444444444444444,0.6666666666666666,0.0,0.7,10,0.8260869565217391,23,0.043478260869565216,0.0,0.0,0.0,1,1,0,1.4444444444444444,0
14171,5,2010-06-28 15:51:32,2400.0,-569.4444444444443,500.0,1830.5555555555557,2900.0,0.45569620253164556,79,3.3333333333333335,0.3333333333333333,0.5,0.0,0.6363636363636364,11,0.782608695652174,23,0.08695652173913043,0.0,0.0,0.0,2,2,0,1.4444444444444444,1
14170,5,2010-07-09 15:01:28,1200.0,645.945945945946,1700.0,1845.945945945946,2900.0,0.4625,80,1.5,1.0,1.0,1.0,0.5,0,0.6666666666666666,12,0.08333333333333333,0.0,0.0,0.0,0,0,0,1.4864864864864864,1
14169,5,2010-07-09 15:05:50,1600.0,228.94736842105272,1300.0,1828.9473684210527,2900.0,0.4691358024691358,81,12.333333333333334,0.4636363636363636,0.7,0.09090909090909091,1.0,1,0.6923076923076923,13,0.07692307692307693,0.0,0.0,0.0,0,0,0,1.4736842105263157,1
